Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Fondling,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Weapon Law Violations
40,11,22,7,10,5,4,1,0,0,1,0,27,4,20,0,0,12,7,5,0,23,0,0,0,3,3,0,17,14,1,7,37,26,11,5
63,9,28,26,0,4,3,1,0,0,0,0,20,16,24,0,0,5,1,3,1,,,,,,,,,7,1,3,49,28,21,3
493,164,216,113,12,36,11,1,18,1,4,0,219,112,308,0,0,207,132,69,5,672,0,1,138,32,63,8,430,88,13,31,574,331,243,42
279,51,134,94,0,24,14,1,9,0,4,1,98,41,96,0,1,34,15,19,0,391,0,0,94,59,61,14,163,61,4,0,285,140,145,9
48,12,26,10,1,2,2,0,0,0,0,0,13,4,9,0,0,3,0,3,0,34,1,0,3,5,4,0,20,6,2,1,23,12,11,4
5,0,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,1,58,35,23,2
468,85,286,97,1,10,5,5,0,0,5,0,71,37,191,0,0,24,0,14,10,221,0,2,35,18,24,3,139,14,5,8,214,137,77,24
16,9,4,3,0,1,0,1,0,0,0,0,3,1,5,0,0,1,0,0,1,4,0,0,0,0,0,1,3,0,0,0,19,10,9,0
8,1,5,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,5,0,0,1,7,2,5,0
1170,139,531,500,17,19,11,2,4,1,3,0,199,61,331,11,0,87,4,74,9,904,0,0,243,5,139,0,516,74,28,49,620,440,180,42
141,22,63,56,0,17,12,5,0,0,0,0,72,19,109,0,0,21,7,7,7,256,0,1,28,131,44,4,47,12,4,12,347,197,150,15
20,6,11,3,0,3,2,1,0,0,0,0,13,3,15,0,0,4,0,3,1,17,0,0,1,1,4,0,11,4,0,5,24,11,13,1
735,96,312,327,5,20,13,1,6,0,0,0,149,58,171,0,0,108,15,34,24,618,0,0,65,233,116,31,170,64,7,21,456,285,171,30
74,4,56,14,0,0,0,0,0,0,0,0,9,3,15,0,0,2,0,2,0,43,0,0,3,5,10,0,25,3,1,4,64,39,25,3
78,11,48,19,0,4,3,1,0,0,2,0,36,7,45,0,0,6,0,4,2,75,0,0,10,0,0,0,65,1,0,1,151,83,68,9
36,9,18,9,2,2,1,1,0,0,0,0,20,5,22,0,0,9,0,6,3,41,0,0,1,2,6,0,32,8,0,1,80,43,37,4
128,51,43,34,5,13,3,10,0,0,1,0,29,8,47,0,0,10,2,7,1,70,0,0,2,4,5,1,58,3,1,10,18,12,6,0
108,19,69,20,0,4,4,0,0,0,0,0,54,16,35,0,0,12,3,6,3,88,0,1,5,7,12,8,55,5,1,5,51,22,29,8
8,3,5,0,0,1,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,7,1,0,0,3,2,1,1
39,3,24,12,2,1,0,1,0,0,0,0,7,0,20,0,0,1,0,1,0,27,0,0,3,0,0,1,23,2,1,8,76,42,34,3
971,394,414,163,16,33,16,17,0,0,9,0,343,72,223,0,0,79,4,68,7,792,0,1,0,35,158,19,578,133,58,93,1020,664,356,179
40,3,21,16,0,0,0,0,0,0,0,0,26,10,14,0,0,8,3,5,0,36,0,0,4,1,3,0,28,10,2,5,102,63,39,12
1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,12,0,1,0,1,1,1,8,0,0,1,7,5,2,0
271,66,103,102,9,11,7,1,3,0,4,0,82,29,116,0,0,17,0,5,12,199,4,3,5,33,25,2,127,18,5,4,339,221,118,16
209,41,61,107,21,33,11,0,14,1,5,0,93,47,212,1,2,65,12,15,17,394,2,0,143,123,78,6,41,27,5,1,115,92,23,13
660,167,452,41,26,101,32,4,56,3,9,0,310,103,774,5,4,491,40,88,55,"2,995",0,22,1,373,833,234,"1,505",378,58,127,773,458,315,76
51,5,37,9,0,4,2,0,2,0,0,0,16,5,65,3,0,47,16,15,2,221,1,2,14,35,9,0,160,4,2,0,25,23,2,2
"6,835","1,708","4,917",210,166,744,310,111,254,18,104,0,"1,559",405,"3,170",140,44,"2,074",732,652,38,"7,523",20,36,"1,728","1,151","1,669","1,678","1,214","2,329",641,284,"1,809","1,169",640,596
47,7,35,5,4,7,2,0,4,0,0,0,1,4,36,0,1,17,1,3,5,83,0,0,3,10,10,0,59,10,0,0,26,19,7,4
15,1,11,3,0,2,0,0,2,0,0,0,0,0,9,0,0,8,7,1,0,10,0,0,0,4,1,0,5,0,0,0,1,1,0,0
6,0,5,1,0,3,1,0,0,2,0,0,10,1,14,0,0,6,2,1,0,26,0,0,1,2,9,0,14,0,0,0,2,2,0,1
36,8,28,0,1,1,0,0,1,0,0,0,4,5,10,0,0,12,2,1,8,203,0,0,0,172,30,0,1,8,0,5,51,40,11,1
928,199,555,174,10,76,34,7,34,1,6,0,412,55,835,0,13,517,45,90,68,"2,664",0,0,279,0,455,58,"1,872",258,38,0,206,192,14,43
1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,7,0,0,0,0,3,0,4,2,0,0,0,0,0,0
63,10,44,9,4,5,4,0,1,0,0,0,7,2,86,0,0,346,330,3,9,182,0,0,7,0,25,3,147,6,1,2,7,5,2,1
400,98,274,28,18,62,30,4,22,4,3,1,89,51,372,0,8,193,23,53,3,899,2,5,223,96,215,77,277,170,5,24,299,177,122,28
288,52,184,52,36,40,10,2,20,7,3,1,202,90,564,0,5,457,25,103,68,"1,766",2,0,454,36,440,40,774,136,9,37,500,278,222,42
11,0,11,0,0,0,0,0,0,0,0,0,0,2,23,0,0,6,5,0,0,22,0,0,5,6,4,0,7,1,1,0,6,6,0,0
35,10,18,7,1,5,2,2,1,0,0,0,10,8,45,0,0,32,2,6,1,50,0,0,5,7,12,4,22,12,0,0,5,1,4,5
304,63,223,18,10,51,32,2,14,0,6,0,117,27,296,0,2,76,17,21,13,642,0,0,214,57,150,27,194,40,2,1,142,85,57,17
38,7,29,2,3,4,0,1,2,0,0,0,4,6,41,0,1,18,2,9,4,69,0,0,1,1,2,1,64,4,0,0,25,21,4,2
300,10,225,65,12,33,10,4,16,0,2,0,96,82,349,15,8,507,142,112,85,819,4,0,357,127,173,43,114,61,4,25,171,100,71,17
13,2,11,0,2,4,0,0,0,0,1,0,21,1,25,0,0,3,1,0,0,40,0,0,13,0,5,2,20,3,2,0,5,4,1,0
2,1,0,1,0,2,2,0,0,0,0,0,17,1,2,0,0,0,0,0,0,52,0,0,0,2,34,0,16,5,0,0,0,0,0,0
"4,661","1,880","2,466",315,367,736,324,37,280,11,115,0,"2,402",601,"3,581",35,48,"3,298",609,913,412,"13,086",20,11,"2,827","1,209","4,510","1,670","2,728","3,138",485,253,"2,799","1,746","1,053",704
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,6,0,0,0,0,3,0,3,1,0,0,0,0,0,0
554,148,367,39,38,112,65,11,32,4,11,0,203,79,692,7,5,286,14,76,7,"1,301",1,4,335,91,304,182,380,374,44,46,500,355,145,78
149,29,119,1,3,12,1,2,1,1,3,0,26,32,95,0,0,34,13,7,4,246,0,0,112,17,26,6,85,10,4,0,61,58,3,7
74,9,60,5,13,10,2,0,7,1,2,3,33,5,101,0,0,17,2,5,10,210,0,0,0,113,36,0,61,9,3,1,154,81,73,25
23,2,14,7,0,0,0,0,0,0,0,0,4,0,16,0,1,16,6,0,10,7,0,0,1,2,2,0,2,0,0,0,14,8,6,2
54,8,33,13,0,2,0,0,2,0,1,0,11,4,17,0,0,11,3,0,3,50,0,0,3,40,6,1,0,2,0,3,68,41,27,8
39,1,37,1,0,4,2,0,1,0,0,0,17,0,9,0,1,5,1,3,0,40,0,0,0,6,16,6,12,8,1,0,12,12,0,2
115,8,61,46,4,1,0,0,0,0,5,0,69,12,151,0,0,31,20,2,8,245,0,0,45,0,23,4,173,23,2,0,147,90,57,12
"10,341","3,508","5,653","1,180",219,"1,186",480,216,453,16,107,9,"3,942",332,"5,593",15,29,"1,551",569,162,162,"18,150",43,69,"2,792","1,098","5,253","2,890","5,981","5,239","1,207",615,"4,147","3,597",550,"1,693"
9,3,2,4,0,1,0,0,1,0,0,0,3,1,5,0,0,5,0,2,3,19,0,0,0,0,4,1,14,3,0,0,6,4,2,0
298,55,141,102,16,14,11,1,1,0,3,1,68,19,246,1,0,83,14,7,62,508,0,0,96,1,71,1,339,30,7,0,66,54,12,11
18,2,15,1,0,1,0,0,0,0,0,0,2,1,24,0,0,20,8,2,4,34,0,0,0,0,11,6,17,5,0,0,14,12,2,1
62,3,59,0,1,6,1,0,3,0,1,0,34,8,95,0,0,21,3,9,5,291,0,2,107,1,27,0,154,30,4,0,80,40,40,11
3,0,2,1,0,1,0,0,0,0,0,0,2,1,2,0,0,2,2,0,0,14,0,1,4,0,1,2,6,0,0,0,14,8,6,2
429,45,323,61,6,18,8,0,10,0,13,0,108,51,430,1,1,204,32,57,46,"1,448",11,6,447,152,440,51,336,300,19,11,474,237,237,32
107,21,60,26,2,9,0,3,5,0,3,0,35,6,95,0,0,58,20,20,9,195,0,0,17,33,68,19,58,15,3,3,69,43,26,11
27,10,16,1,2,0,0,0,0,0,0,1,14,3,27,0,1,17,11,2,2,42,0,0,6,11,4,0,20,3,0,0,17,11,6,1
237,12,176,49,17,38,1,0,6,0,7,28,49,12,229,0,2,67,20,12,35,295,0,0,33,24,84,23,131,60,4,9,224,129,95,29
13,0,13,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,1,2,0,8,0,0,2,5,1,0,0,0,0,0,2,1,1,2
28,3,17,8,0,2,0,1,0,0,4,0,15,5,19,0,0,33,10,11,0,95,0,0,17,12,24,12,30,16,0,0,25,21,4,4
27,2,12,13,0,1,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,33,0,0,2,1,2,0,28,8,0,0,13,12,1,2
"1,271",293,885,93,45,86,29,5,42,3,7,3,351,127,"1,268",43,18,912,411,240,119,"3,157",7,0,698,378,864,221,984,233,36,67,811,669,142,88
113,16,68,29,18,27,1,0,2,1,2,8,38,16,127,2,1,59,22,19,8,206,0,0,59,40,36,2,69,30,3,3,85,58,27,12
238,87,125,26,14,44,16,2,20,1,2,1,102,60,214,0,1,130,12,18,31,496,1,2,118,60,160,27,127,92,15,15,257,130,127,37
4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,1,0,0
32,9,22,1,0,7,0,0,0,2,0,0,4,1,26,0,0,14,7,1,1,53,0,0,8,4,9,1,31,3,0,1,7,7,0,2
4,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,2,8,0,0,3,1,2,0
36,9,24,3,7,2,2,0,0,0,0,3,2,2,26,0,0,7,0,2,5,78,0,0,1,0,15,0,62,5,0,1,6,4,2,1
91,17,68,6,4,5,2,0,2,0,2,0,24,8,45,0,1,24,8,1,11,177,0,2,13,35,71,4,52,10,1,6,64,37,27,5
96,30,66,0,7,8,3,1,3,0,1,0,23,49,202,8,1,102,36,44,17,839,6,1,428,54,127,53,170,83,14,1,116,67,49,15
175,19,140,16,4,20,0,0,13,0,2,0,33,28,117,0,1,60,1,18,26,421,0,0,169,63,37,6,146,20,1,4,116,85,31,11
4,0,4,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,3,0,0,23,0,0,5,0,3,1,14,1,0,0,2,2,0,1
779,161,522,96,33,80,38,4,37,0,20,2,283,79,791,0,15,292,47,64,179,"2,055",3,0,571,210,431,82,753,158,30,43,911,544,367,104
"1,255",247,960,48,55,138,44,14,66,1,20,0,342,113,820,36,4,647,306,124,127,"1,921",3,0,578,315,357,297,369,306,67,64,"1,121",657,464,94
2,0,2,0,0,1,0,0,1,0,0,0,2,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,15,69,2,0,13,5,0,8,0,1,0,5,7,60,6,3,27,7,1,0,78,0,0,5,24,11,5,33,8,0,0,46,31,15,7
7,1,6,0,0,0,0,0,0,0,0,0,5,1,7,0,0,5,2,1,0,27,0,0,2,2,3,0,20,3,0,0,2,2,0,0
6,0,2,4,0,0,0,0,0,0,0,0,1,0,5,0,0,2,1,0,0,5,0,0,0,0,0,0,5,0,0,0,7,6,1,0
22,0,8,14,1,2,0,0,0,0,0,0,3,1,10,0,0,1,1,0,0,16,0,0,3,4,1,1,7,1,0,0,11,7,4,2
10,4,6,0,0,3,1,1,1,0,1,0,3,2,8,0,0,9,2,5,1,25,0,0,2,2,4,4,13,7,1,0,7,3,4,3
78,11,57,10,0,6,0,0,3,0,0,0,6,10,38,2,0,7,2,2,1,79,0,0,13,41,11,1,13,8,0,0,30,16,14,0
6,4,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,1,0,11,0,0,8,3,0,0,0,0,0,0,3,3,0,0
49,11,36,2,1,14,5,0,6,1,3,0,16,3,66,0,0,54,14,12,14,258,0,1,176,1,38,8,34,21,1,0,58,34,24,10
9,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,1,1
217,31,162,24,8,42,20,0,14,0,4,0,71,33,199,1,6,159,39,21,23,612,0,1,191,3,125,38,251,48,4,10,131,83,48,11
68,13,54,1,0,16,14,1,0,1,1,0,83,31,72,0,0,30,20,2,2,286,0,0,109,8,13,6,150,22,3,5,96,71,25,6
3,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,202,0,1,200,0,0,0,1,3,0,0,12,9,3,1
7,0,7,0,1,0,0,0,0,0,0,2,15,0,33,0,0,0,0,0,0,67,0,0,23,11,18,1,14,0,0,0,17,14,3,3
15,6,9,0,0,1,0,0,1,0,0,0,11,1,7,0,0,6,3,1,1,17,0,0,1,4,2,1,9,3,0,0,5,4,1,2
51,5,29,17,1,3,0,3,0,0,0,0,6,1,12,0,0,2,1,0,0,19,0,0,0,5,3,1,10,5,0,0,5,5,0,1
4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
275,10,226,39,3,37,15,2,14,3,6,0,211,49,295,3,0,166,55,24,14,990,1,5,285,141,255,134,169,188,13,1,130,76,54,25
104,34,50,20,5,17,4,1,8,4,3,0,40,45,94,3,31,226,113,42,45,997,2,0,595,23,116,32,228,37,10,0,232,122,110,10
"1,088",266,715,107,65,187,112,11,62,0,43,0,307,122,901,0,7,197,34,96,65,"1,979",0,0,380,0,321,39,"1,225",312,31,12,393,266,127,62
73,11,52,10,5,9,0,0,4,0,3,1,40,22,67,0,3,57,18,6,5,244,0,0,8,68,81,9,78,19,0,1,55,42,13,8
701,153,489,59,25,131,40,5,75,1,10,1,162,112,581,12,2,522,150,117,117,"1,308",2,0,393,168,230,149,365,129,18,41,812,448,364,69
9,2,7,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,13,0,0,0,2,2,0,9,1,0,0,1,1,0,0
11,3,8,0,1,1,0,1,0,0,0,0,12,5,27,0,0,12,2,3,4,53,0,1,5,3,12,5,27,6,0,1,17,14,3,6
18,0,17,1,0,10,3,0,6,0,0,0,6,4,21,0,0,4,0,1,3,38,0,0,0,10,12,5,11,11,0,0,24,15,9,2
12,3,8,1,0,2,0,1,0,0,1,0,1,0,8,0,0,3,0,2,0,21,0,0,0,2,6,3,10,0,0,0,1,1,0,1
17,0,17,0,0,8,0,0,7,0,1,0,3,0,16,0,0,7,3,4,0,20,0,0,0,2,9,3,6,7,0,1,3,3,0,0
74,13,52,9,3,11,3,1,5,1,2,0,25,4,66,0,0,9,1,1,4,124,1,2,34,50,15,1,21,7,2,0,50,29,21,12
204,31,145,28,11,5,0,0,5,0,5,0,67,10,297,2,1,104,34,26,36,581,0,0,151,103,84,33,209,50,9,2,261,148,113,33
8,0,8,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,0,1,10,0,0,2,0,4,0,4,1,0,0,19,8,11,2
10,1,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,15,3,0,0,1,0,1,0
15,5,10,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,4,3,0,7,1,0,0,2,2,0,1
4,2,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,3,0,0,1,0,0,0,2,1,0,0,2,1,1,0
27,4,22,1,0,1,0,0,1,0,1,0,5,2,27,0,0,4,1,1,2,41,0,0,2,2,5,0,32,2,0,0,32,20,12,4
399,110,274,15,20,79,37,5,22,8,12,0,120,46,348,0,1,197,6,68,1,893,8,7,120,73,264,111,304,245,21,0,346,212,134,49
14,1,4,9,0,6,1,0,0,1,0,0,0,0,5,0,0,2,2,0,0,6,0,0,0,2,2,0,2,1,0,0,5,4,1,1
12,0,11,1,0,1,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,0,0,18,10,8,2
34,4,28,2,1,4,0,0,3,0,0,0,7,2,0,0,0,3,1,1,1,36,1,0,17,1,8,0,9,1,0,0,24,12,12,2
20,3,17,0,0,7,0,0,2,1,0,0,4,1,19,0,0,5,3,0,2,30,0,1,5,4,2,4,14,0,0,0,9,8,1,1
45,12,27,6,5,4,1,0,0,0,1,0,6,4,23,0,2,10,1,1,5,19,0,0,3,3,5,0,7,9,0,1,25,15,10,3
220,37,174,9,4,42,10,1,27,2,3,0,142,29,364,6,5,275,33,63,58,629,3,0,123,86,182,32,203,70,5,5,184,116,68,14
14,3,11,0,1,6,1,0,4,0,0,0,7,1,19,0,0,8,0,4,2,38,0,0,11,4,9,4,10,12,0,0,1,0,1,1
"1,310",483,752,75,72,165,5,48,55,0,61,0,890,221,"1,157",0,15,571,34,232,301,"3,259",2,3,426,7,655,679,"1,474",715,,7,546,493,53,133
9,2,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,1,1,0,1
116,28,81,7,6,10,0,0,4,0,4,1,26,10,95,1,0,15,1,1,9,184,0,0,86,14,21,4,58,16,3,2,138,75,63,12
37,5,28,4,0,0,0,0,0,0,0,0,7,8,17,0,0,6,1,3,2,166,0,0,4,9,11,0,142,12,0,0,27,24,3,1
19,0,18,1,1,2,0,1,0,0,0,0,3,0,14,0,0,14,3,1,3,11,0,0,0,0,1,0,10,1,0,0,8,5,3,0
81,17,64,0,2,6,0,0,2,0,2,0,38,12,115,0,1,30,15,3,1,369,0,0,144,65,40,55,65,45,7,4,60,32,28,14
20,10,7,3,0,0,0,0,0,0,0,0,4,1,19,0,0,4,0,1,1,12,0,0,0,1,5,1,5,5,0,0,21,21,0,0
13,2,10,1,0,3,0,0,3,0,0,0,8,8,21,0,0,10,1,1,6,78,0,0,11,0,21,0,46,7,0,0,12,8,4,0
3,2,1,0,0,4,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,14,0,0,1,6,3,0,4,0,0,0,0,0,0,1
21,0,6,15,0,4,0,0,3,0,0,0,2,0,0,0,0,3,1,1,0,3,0,0,2,0,0,1,0,3,0,0,1,1,0,0
15,1,12,2,0,0,0,0,0,0,0,0,1,2,5,0,0,1,1,0,0,3,0,0,2,0,1,0,0,0,0,0,4,4,0,1
194,66,110,18,30,52,34,1,15,1,7,18,101,21,163,0,1,79,13,16,26,421,0,3,72,76,39,15,215,24,5,0,93,69,24,35
18,3,15,0,0,2,0,0,2,0,0,0,1,0,6,0,0,0,0,0,0,15,0,1,0,2,1,1,10,1,0,0,16,14,2,1
"1,772",190,"1,004",578,72,182,67,52,43,5,18,0,400,125,"1,163",1,17,558,55,60,92,"3,348",0,7,"1,089",30,760,264,"1,147",632,74,59,950,647,303,166
9,0,8,1,1,2,0,0,1,0,0,0,20,3,12,0,0,17,3,2,4,76,0,0,47,0,4,4,21,4,1,1,30,19,11,0
174,29,111,34,2,1,0,0,1,0,3,0,65,20,113,0,0,22,4,9,4,265,1,2,40,52,109,9,52,20,9,0,36,32,4,6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,184,574,48,26,156,36,13,103,0,10,0,375,114,826,29,1,371,145,111,84,"2,750",3,20,845,422,801,398,258,622,77,58,596,389,207,98
47,8,34,5,1,3,0,0,0,0,0,0,5,8,58,0,0,22,6,5,9,105,0,0,16,56,9,5,19,1,0,1,47,30,17,4
4,0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
7,3,4,0,0,1,0,0,0,0,0,0,3,0,1,0,0,7,4,1,0,8,0,0,0,2,2,1,3,8,0,0,0,0,0,2
261,14,144,103,0,20,7,3,9,1,1,0,15,12,122,0,2,18,0,2,14,229,0,0,56,30,43,20,80,43,11,0,61,51,10,16
25,3,12,10,0,1,0,0,1,0,0,0,15,8,22,5,1,86,17,11,3,182,1,0,74,22,72,3,10,11,1,1,11,8,3,0
77,12,45,20,4,8,1,1,5,1,1,0,41,11,104,5,1,75,39,11,8,207,0,0,69,33,57,23,25,15,5,4,34,27,7,2
59,2,44,13,0,4,1,0,3,0,0,0,14,12,37,2,0,56,8,8,39,126,0,0,22,6,20,1,77,4,1,2,30,21,9,3
198,16,101,81,0,10,5,0,4,0,0,0,22,3,93,0,0,59,25,12,4,443,0,2,137,23,71,6,204,48,5,1,119,81,38,11
171,3,38,130,1,9,1,0,6,1,0,0,30,15,88,2,2,106,18,47,5,327,0,1,100,63,63,11,88,30,4,9,63,42,21,4
"2,896",368,"1,653",875,17,134,55,13,52,9,13,0,557,67,951,20,3,668,258,208,33,"1,333",5,11,207,368,408,55,279,619,393,98,357,331,26,117
418,25,197,196,0,21,6,1,12,1,2,0,115,7,208,1,2,113,18,16,22,637,0,1,183,57,137,28,230,100,21,0,115,95,20,12
70,2,43,25,0,4,1,0,3,0,0,0,6,10,39,0,0,36,12,6,13,137,0,0,48,8,19,3,59,3,1,0,10,6,4,1
9,4,3,2,0,3,1,0,2,0,0,0,4,1,12,0,0,11,2,1,0,45,0,0,19,1,9,0,16,7,0,0,16,10,6,2
81,6,20,55,1,9,4,0,4,1,0,0,14,15,25,2,1,20,2,3,4,174,0,0,27,33,68,9,37,23,2,0,17,13,4,2
30,4,26,0,1,9,3,2,3,1,0,0,21,8,49,2,1,57,8,17,0,221,0,0,110,17,23,1,70,4,3,1,183,111,72,9
56,5,26,25,0,9,5,1,3,0,0,0,16,4,34,0,0,54,15,12,6,103,0,0,4,15,58,1,25,12,1,0,50,47,3,4
90,2,57,31,3,3,1,0,2,0,3,0,21,13,50,5,0,60,14,17,2,327,0,1,233,41,35,4,13,16,2,0,47,25,22,4
812,53,401,358,1,32,12,1,16,1,4,0,117,86,346,25,18,332,63,82,10,834,0,0,140,317,204,52,120,85,28,0,200,137,63,23
30,2,13,15,0,0,0,0,0,0,0,0,29,24,19,7,1,127,88,22,16,218,2,0,7,23,110,1,75,30,1,2,15,13,2,2
181,9,97,75,1,9,3,1,5,0,2,0,39,3,88,1,1,56,20,13,15,180,0,0,48,30,45,24,32,22,11,3,51,49,2,7
19,0,15,4,0,1,0,0,0,1,0,0,10,1,17,0,0,50,11,2,1,88,0,0,1,23,51,2,11,9,3,0,4,4,0,0
665,26,419,220,12,41,11,5,18,3,8,0,110,51,349,3,1,224,89,56,16,533,0,0,146,67,94,93,133,140,31,31,137,96,41,38
285,18,146,121,3,12,4,2,5,0,0,0,58,18,225,1,0,103,26,42,22,457,0,0,189,74,92,39,63,57,11,23,190,122,68,3
45,6,26,13,2,6,1,0,5,0,1,0,12,4,17,0,0,26,7,6,8,56,1,0,7,5,7,0,36,16,1,2,34,20,14,3
8,0,3,5,0,0,0,0,0,0,0,0,13,8,2,1,1,16,5,2,2,23,0,0,0,4,13,0,6,8,0,0,4,4,0,0
45,8,33,4,0,3,1,0,2,0,0,0,39,3,72,2,1,22,5,9,2,240,0,0,78,26,16,8,112,17,4,1,40,24,16,0
266,30,179,57,3,22,11,0,10,0,2,0,59,30,101,3,0,122,55,16,34,505,3,2,204,34,103,28,131,51,6,5,165,135,30,19
146,15,76,55,0,8,2,1,3,1,0,0,97,54,100,12,1,227,56,28,6,794,0,0,229,100,297,3,165,53,13,3,75,60,15,18
44,1,40,3,0,9,2,0,5,2,1,0,23,7,60,1,1,79,21,23,16,476,1,0,280,45,66,4,80,24,3,0,64,42,22,5
126,14,80,32,2,4,2,0,1,0,1,0,35,20,86,3,3,214,48,47,5,280,0,0,91,42,96,13,38,20,5,1,74,44,30,3
29,0,19,10,0,0,0,0,0,0,0,0,3,1,26,2,0,30,7,2,20,59,0,0,6,2,23,2,25,3,0,0,25,16,9,2
51,14,37,0,0,6,3,1,2,0,0,0,66,40,83,2,3,128,18,19,18,377,0,0,48,51,88,6,183,57,4,3,95,70,25,3
189,12,143,34,4,18,3,0,14,0,2,0,26,1,68,1,1,12,1,1,9,74,0,0,8,8,7,3,48,3,0,4,26,13,13,13
312,21,185,106,28,25,2,8,15,0,2,0,37,14,105,7,0,80,24,14,20,260,6,4,68,24,32,3,122,18,2,3,280,187,93,19
23,5,11,7,0,7,3,2,1,1,3,0,14,14,128,0,2,81,9,26,0,183,1,0,27,17,39,0,99,11,1,0,84,46,38,1
283,143,90,50,1,16,8,0,5,2,1,0,111,8,272,1,0,136,6,61,4,"1,057",1,0,401,76,292,71,216,173,45,0,33,30,3,16
61,2,15,44,0,13,1,0,8,1,1,0,15,5,38,1,1,27,5,3,19,56,1,0,1,8,6,1,39,6,0,4,59,39,20,6
7,0,6,1,0,1,0,0,1,0,1,0,3,5,16,0,0,8,0,2,0,50,1,1,6,3,21,1,17,12,0,2,3,2,1,0
12,2,5,5,0,0,0,0,0,0,0,0,9,12,8,1,0,32,1,0,0,47,0,0,0,10,10,5,22,8,0,0,1,1,0,0
500,23,407,70,0,12,4,1,7,0,0,0,62,7,156,0,0,80,76,1,0,478,2,3,125,70,103,41,134,75,10,0,262,171,91,9
20,0,10,10,0,8,2,0,6,0,1,0,12,0,30,1,0,102,43,9,39,66,0,0,6,7,22,1,30,6,1,0,19,13,6,1
209,11,133,65,5,19,10,0,9,0,3,0,48,15,84,2,1,61,9,14,7,395,0,0,134,28,47,14,172,21,9,0,244,175,69,17
13,2,11,0,0,1,0,0,1,0,0,0,14,3,6,0,1,37,9,6,10,83,0,1,5,21,30,1,25,7,0,1,52,37,15,1
"4,467",793,"2,361","1,313",12,187,40,4,122,18,28,1,664,105,"2,366",5,2,975,213,419,70,"3,782",13,16,740,721,"1,076",371,843,722,321,359,"1,760","1,374",386,741
227,8,123,96,1,9,2,0,5,2,0,0,65,26,77,2,0,111,22,39,17,549,2,2,242,43,119,31,110,49,14,7,96,72,24,13
425,28,272,125,26,48,18,1,20,7,4,0,90,15,266,3,2,101,10,40,28,330,4,3,50,42,55,34,142,41,32,0,266,214,52,91
