State,Agency Type,Agency Name,Population,Total Offenses,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Human Trafficking Offenses,Commercial Sex Acts,Involuntary Servitude,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With an Object,Fondling,Incest,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Animal Cruelty,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution Offenses,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,State Total
OHIO,Cities,Circleville,"14,025","1,357",346,878,133,313,21,54,238,1,1,0,0,0,0,0,0,32,11,2,0,17,1,1,3,0,82,23,181,0,1,25,2,11,0,1,0,11,0,503,2,4,76,28,1,53,11,328,35,13,12,0,117,68,49,0,0,0,0,0,6,1,0,1,0,9,514646
OHIO,Cities,Clearcreek Township,"16,070",98,21,67,10,20,1,18,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,6,0,2,17,4,2,0,0,0,11,0,31,21,0,0,2,0,1,0,7,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,1,514646
OHIO,Cities,Cleveland,"381,829","57,080","22,177","31,987","2,916","20,627","3,371","11,679","5,577",92,92,0,0,1,1,0,684,773,440,39,0,279,1,14,157,2,"4,404",143,"8,591",0,27,"1,196",120,527,8,5,0,536,0,"12,537",44,19,"1,108",228,13,"2,213",210,"8,702","2,845","1,914",171,0,"1,626","1,343",283,1,0,0,1,0,86,75,0,75,0,"1,128",514646
OHIO,Cities,Cleveland Heights,"44,098","1,506",238,988,280,219,57,133,29,1,1,0,0,0,0,0,5,13,5,1,0,6,1,0,0,0,106,4,132,2,1,83,26,15,0,0,0,42,0,535,0,1,102,8,0,123,19,282,66,31,28,0,232,152,80,0,0,0,0,0,0,4,0,4,0,44,514646
OHIO,Cities,Cleves,"3,443",140,22,41,77,22,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,1,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,25,2,0,1,0,75,41,34,0,0,0,0,0,0,0,0,0,0,2,514646
OHIO,Cities,Coitsville Township,"1,324",79,15,33,31,14,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,2,1,0,0,0,0,1,0,16,0,0,0,5,0,1,0,10,1,0,2,0,28,24,4,0,0,0,0,0,0,0,0,0,0,3,514646
OHIO,Cities,Colerain Township,"59,479","1,980",250,"1,547",183,235,23,179,33,1,1,0,0,0,0,0,4,10,4,0,0,5,1,0,5,0,134,40,26,0,0,80,18,54,0,0,0,8,0,"1,158",0,0,12,0,0,9,0,"1,137",48,40,16,0,157,105,52,0,0,0,0,0,3,0,0,0,0,23,514646
OHIO,Cities,Columbiana,"6,209",158,22,64,72,21,2,13,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,1,6,0,0,6,3,0,0,0,1,2,0,40,2,1,3,3,0,10,1,20,1,0,1,0,71,45,26,0,0,0,0,0,0,0,0,0,0,1,514646
OHIO,Cities,Columbus2,"906,120","145,775","21,348",,"3,222","19,591","1,798","4,366","13,427",83,81,0,2,0,0,0,229,"1,445",814,68,0,537,3,23,,0,"5,676",155,"12,649",139,39,"4,044",358,93,7,0,47,"3,538",1,"20,751",53,72,"2,534","1,006",6,"7,545",551,"8,984","3,611","1,818",212,4,"1,574","1,156",418,0,0,0,0,0,174,53,2,51,0,"1,417",514646
OHIO,Cities,Copley Township,"17,309",594,70,290,234,63,8,25,30,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0,20,5,31,0,0,50,6,18,1,0,0,25,0,159,4,1,24,21,0,29,1,79,16,0,9,1,215,132,83,0,0,0,0,0,2,9,1,8,0,7,514646
OHIO,Cities,Cortland,"6,769",106,23,77,6,22,2,17,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1,20,0,0,8,0,1,0,0,0,7,0,36,0,0,0,4,0,3,0,29,0,1,1,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,514646
OHIO,Cities,Covington,"2,694",56,20,13,23,20,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,8,0,0,1,0,22,16,6,0,0,0,0,0,0,0,0,0,0,1,514646
OHIO,Cities,Dayton,"140,427","15,001","4,621","8,350","2,030","4,208",782,"2,586",840,48,48,0,0,0,0,0,101,264,185,15,0,58,0,6,8,2,"1,537",14,"1,916",0,3,179,151,23,2,0,0,3,0,"3,403",29,15,412,942,5,927,99,974,742,349,197,10,"1,439",828,611,0,0,0,0,0,18,74,8,66,0,489,514646
OHIO,Cities,Defiance,"16,601",625,171,313,141,145,10,97,38,1,1,0,0,0,0,0,1,24,10,1,0,12,0,1,1,0,21,2,70,0,1,8,6,0,0,0,0,2,0,201,0,0,92,11,0,24,0,74,3,0,6,0,123,81,42,0,0,0,0,0,6,0,0,0,0,12,514646
OHIO,Cities,Delhi Township,"29,811",684,103,457,124,92,8,67,17,0,0,0,0,0,0,0,0,11,6,0,0,5,0,0,0,0,36,9,70,0,1,55,13,14,0,0,0,28,0,256,0,0,11,14,0,64,2,165,14,7,9,0,116,77,39,0,0,0,0,0,2,0,0,0,0,6,514646
OHIO,Cities,Dennison,"2,596",64,26,16,22,25,0,16,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,2,1,1,0,0,0,0,0,7,0,0,0,1,0,0,0,6,0,0,0,0,20,9,11,0,0,0,0,0,0,1,0,1,0,1,514646
OHIO,Cities,Dover,"12,741",326,85,132,109,73,5,33,35,1,1,0,0,0,0,0,2,9,5,2,0,0,0,2,1,0,8,7,17,0,0,21,11,4,1,0,0,5,0,66,0,0,11,21,1,11,1,21,4,2,6,0,104,51,53,0,0,0,0,0,2,0,0,0,0,3,514646
OHIO,Cities,Dublin,"49,626","1,087",200,633,254,173,10,88,75,0,0,0,0,0,0,0,2,25,12,1,0,12,0,0,0,0,59,11,118,0,3,56,20,12,0,1,0,23,0,349,1,2,33,27,0,143,12,131,24,3,10,0,218,122,96,0,0,0,0,0,7,20,0,20,0,9,514646
OHIO,Cities,East Liverpool,"10,653",409,118,181,110,114,5,68,41,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,1,0,31,1,34,0,0,10,6,4,0,0,0,0,0,86,1,0,5,18,0,14,2,46,7,5,6,0,104,40,64,0,0,0,0,0,0,1,0,1,0,5,514646
OHIO,Cities,East Palestine,"4,435",223,65,108,50,63,6,23,34,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,18,2,26,0,0,8,4,0,0,0,1,3,0,47,0,1,9,4,0,2,0,31,5,0,2,4,45,20,25,0,0,0,0,0,1,0,0,0,0,0,514646
OHIO,Cities,Eaton,"8,136",623,92,285,246,86,2,40,44,0,0,0,0,0,0,0,1,5,2,0,0,2,0,1,0,0,12,3,49,0,0,6,2,3,0,0,0,1,0,201,7,0,48,5,0,6,2,133,7,2,5,0,237,86,151,0,0,0,0,0,2,0,0,0,0,7,514646
OHIO,Cities,Elyria,"53,806","2,661",839,"1,344",478,777,61,405,311,4,4,0,0,0,0,0,8,50,29,6,0,10,0,5,7,0,208,38,269,0,0,53,7,20,0,0,3,23,0,668,4,3,179,27,0,93,6,356,48,37,16,2,424,267,157,1,0,1,0,0,6,3,0,3,0,42,514646
OHIO,Cities,Englewood,"13,478",618,71,430,117,66,7,31,28,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,3,0,16,3,29,0,0,11,1,4,0,0,0,5,1,341,1,2,229,31,0,16,3,59,11,8,8,0,112,51,61,0,0,0,0,0,0,0,0,0,0,5,514646
OHIO,Cities,Euclid,"46,659","3,214","1,045","1,895",274,983,138,576,269,3,3,0,0,0,0,0,11,48,26,2,0,19,0,1,5,0,203,13,369,0,0,113,30,20,1,0,2,60,0,899,1,0,417,3,0,220,77,181,184,74,35,0,192,142,50,0,0,0,0,0,10,0,0,0,0,72,514646
OHIO,Cities,Fairborn,"33,726","1,982",538,954,490,499,55,284,160,0,0,0,0,0,0,0,6,33,23,2,0,8,0,0,9,0,122,16,151,0,1,107,55,15,0,0,0,37,0,463,2,2,35,68,0,113,7,236,42,8,35,0,436,318,118,0,0,0,0,0,17,1,0,1,0,36,514646
OHIO,Cities,Fairfax,"1,710",448,10,386,52,10,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,6,0,6,0,0,0,0,0,355,0,0,2,0,0,0,0,353,1,4,4,0,48,28,20,0,0,0,0,0,0,1,1,0,0,3,514646
OHIO,Cities,Fairfield Township,"22,956",985,125,653,207,119,18,75,26,0,0,0,0,0,0,0,2,4,3,0,0,1,0,0,2,0,25,13,70,0,0,35,12,5,0,0,0,18,0,491,4,6,352,17,0,24,5,83,6,0,11,0,202,94,108,0,0,0,0,0,1,0,0,0,0,4,514646
OHIO,Cities,Fairview Park,"16,201",253,47,178,28,44,5,36,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,2,14,0,0,14,0,9,0,0,0,5,0,135,0,2,80,12,0,4,1,36,3,2,3,0,22,12,10,0,0,0,0,0,2,0,0,0,0,4,514646
OHIO,Cities,Fayette,"1,242",41,23,14,4,22,1,8,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,3,1,1,1,0,3,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,514646
OHIO,Cities,Findlay,"41,350","2,841",609,"1,359",873,547,44,285,218,0,0,0,0,0,0,0,1,61,40,6,0,14,0,1,3,0,114,65,200,0,0,135,77,21,0,0,0,37,0,771,9,7,228,152,1,102,14,258,32,17,22,0,823,560,263,0,0,0,0,0,18,11,9,2,0,21,514646
OHIO,Cities,Forest Park,"18,673",598,140,422,36,112,10,61,41,1,1,0,0,0,0,0,0,27,19,2,0,5,0,1,3,0,43,0,93,0,1,23,0,16,0,0,0,7,0,209,0,0,0,1,0,3,0,205,26,17,7,0,22,19,3,0,0,0,0,0,2,0,0,0,0,12,514646
OHIO,Cities,Franklin,"11,675","1,094",274,651,169,249,15,35,199,0,0,0,0,0,0,0,0,25,13,0,0,12,0,0,2,0,57,22,84,0,0,22,7,6,0,0,0,9,0,417,0,5,190,24,0,32,3,163,31,6,10,2,155,84,71,0,0,0,0,0,5,0,0,0,0,7,514646
OHIO,Cities,Frazeysburg,"1,309",49,12,17,20,12,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,8,0,0,0,3,1,0,1,3,1,0,3,0,17,9,8,0,0,0,0,0,1,0,0,0,0,2,514646
OHIO,Cities,Fredericktown,"2,517",78,27,34,17,26,4,3,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,7,0,0,2,0,1,0,0,0,1,0,17,0,0,2,5,0,1,2,7,1,0,2,0,14,7,7,0,0,0,0,0,2,0,0,0,0,1,514646
OHIO,Cities,Gahanna,"35,847","1,624",323,"1,131",170,290,20,177,93,1,1,0,0,0,0,0,4,28,10,0,0,18,0,0,3,0,51,39,180,0,3,138,15,1,59,0,0,57,6,643,3,0,102,16,0,195,20,307,30,13,31,2,135,85,50,0,0,0,0,0,7,0,0,0,0,26,514646
OHIO,Cities,Gallipolis,"3,553",553,107,315,131,99,4,19,76,1,1,0,0,0,0,0,0,7,3,0,0,3,0,1,0,0,37,3,51,0,0,12,10,1,0,0,0,1,0,197,0,3,70,19,0,35,2,68,9,0,6,0,127,86,41,0,0,0,0,0,1,0,0,0,0,3,514646
OHIO,Cities,Georgetown,"4,253",371,77,127,167,72,3,25,44,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,16,2,26,0,0,6,2,1,0,0,0,3,0,74,1,2,15,12,0,15,2,27,2,0,1,0,165,84,81,0,0,0,0,0,0,0,0,0,0,2,514646
OHIO,Cities,Germantown,"5,500",197,63,87,47,57,10,19,28,1,1,0,0,0,0,0,1,4,0,0,0,3,1,0,0,0,12,1,9,0,0,1,0,1,0,0,0,0,0,59,0,1,7,12,0,17,0,22,2,0,3,0,41,24,17,0,0,0,0,0,1,0,0,0,0,5,514646
OHIO,Cities,Glouster,"1,796",86,35,41,10,30,3,14,13,0,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,28,0,0,10,2,0,3,1,12,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,1,514646
OHIO,Cities,"Goshen Township, Clermont County","16,300",531,147,236,148,138,8,38,92,0,0,0,0,0,0,0,0,9,6,0,0,3,0,0,3,0,19,4,62,0,0,16,3,2,0,0,0,11,0,113,1,0,5,19,0,13,3,72,13,2,4,0,139,80,59,0,0,0,0,0,4,0,0,0,0,5,514646
OHIO,Cities,"Goshen Township, Mahoning County","3,102",141,40,80,21,38,3,20,15,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,13,3,16,0,0,9,1,1,0,0,0,7,0,33,0,0,1,4,0,2,3,23,5,0,1,1,16,11,5,0,0,0,0,0,2,0,0,0,0,2,514646
OHIO,Cities,Grafton,"5,808",56,19,30,7,18,1,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,5,2,0,0,0,0,3,0,14,0,0,0,0,0,0,0,14,0,1,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,514646
OHIO,Cities,Grandview Heights,"8,581",381,37,267,77,30,3,18,9,1,1,0,0,0,0,0,0,6,4,0,0,2,0,0,0,0,53,0,44,0,1,21,3,1,0,0,0,17,0,139,0,0,2,14,0,57,3,63,6,1,2,1,73,46,27,0,0,0,0,0,1,0,0,0,0,2,514646
OHIO,Cities,Granville,"5,917",86,14,40,32,9,1,6,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,3,0,5,0,0,6,1,2,0,0,0,3,0,26,0,0,0,5,0,1,0,20,0,0,0,0,28,15,13,0,0,0,0,0,1,0,0,0,0,3,514646
OHIO,Cities,Greenfield,"4,544",334,73,131,130,69,10,30,29,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,12,4,17,0,0,8,1,4,0,0,0,3,0,70,0,1,11,14,0,16,4,24,10,1,9,0,123,60,63,0,0,0,0,0,2,0,0,0,0,5,514646
OHIO,Cities,Greenhills,"3,591",78,18,44,16,18,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,32,0,0,2,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,514646
OHIO,Cities,Green Township,"59,273","1,391",197,"1,095",99,175,6,134,35,0,0,0,0,0,0,0,0,22,15,0,0,6,0,1,5,0,110,37,98,0,2,119,30,5,0,0,0,84,0,682,2,1,154,3,0,112,7,403,17,16,9,0,87,50,37,0,0,0,0,0,5,0,0,0,0,7,514646
OHIO,Cities,Grove City,"42,423","3,001",405,"1,720",876,370,6,294,70,1,1,0,0,0,0,0,8,26,16,0,0,10,0,0,0,0,85,42,245,0,0,174,58,5,6,0,0,103,2,"1,072",2,5,550,97,0,226,9,183,48,18,36,0,819,440,379,0,0,0,0,0,20,5,0,5,0,32,514646
OHIO,Cities,Groveport,"5,679",240,93,122,25,90,6,57,27,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,9,2,17,0,0,5,1,0,0,0,0,4,0,69,2,0,5,13,0,20,4,25,13,3,3,0,20,16,4,0,0,0,0,0,2,0,0,0,0,3,514646
OHIO,Cities,Hamilton,"62,155","5,615","1,520","3,238",857,"1,424",163,840,421,4,4,0,0,0,0,0,19,73,40,0,0,29,1,3,47,0,422,55,724,0,9,133,33,74,2,1,0,23,0,"1,578",80,9,165,279,3,327,32,683,190,65,15,0,774,404,370,0,0,0,0,0,15,14,0,14,0,54,514646
OHIO,Cities,"Hamilton Township, Warren County","23,791",267,65,126,76,58,9,37,12,0,0,0,0,0,0,0,0,7,4,0,0,2,0,1,1,0,7,2,23,0,0,17,4,9,0,0,0,4,0,69,14,0,0,5,1,16,1,32,4,0,3,0,71,34,37,0,0,0,0,0,1,0,0,0,0,4,514646
OHIO,Cities,Heath,"10,933",864,205,590,69,190,13,65,112,0,0,0,0,0,0,0,0,15,6,1,0,8,0,0,3,0,58,15,50,0,0,37,15,7,1,0,0,14,0,390,3,4,200,14,1,38,7,123,21,4,12,0,59,32,27,0,0,0,0,0,3,0,0,0,0,7,514646
OHIO,Cities,Hilliard,"37,578","1,108",247,439,422,223,15,153,55,0,0,0,0,0,0,0,8,16,6,0,0,10,0,0,0,0,30,15,104,0,0,62,9,3,0,0,0,50,0,197,1,0,28,18,0,53,8,89,17,5,9,0,387,189,198,0,0,0,0,0,6,19,0,19,0,10,514646
OHIO,Cities,Hillsboro,"6,518",281,83,148,50,73,7,13,53,0,0,0,0,0,0,0,3,7,4,0,0,2,1,0,1,0,12,3,22,0,0,3,2,0,0,0,0,1,0,93,0,1,26,14,1,17,3,31,10,0,4,0,47,29,18,0,0,0,0,0,0,1,0,1,0,2,514646
OHIO,Cities,Howland Township,"16,420",603,136,386,81,134,15,52,67,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,36,6,68,0,0,27,1,2,0,0,0,24,0,232,0,1,90,14,1,41,3,82,12,4,1,0,79,41,38,0,0,0,0,0,0,0,0,0,0,2,514646
OHIO,Cities,Hubbard Township,"5,306",202,46,141,15,44,3,21,20,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,22,0,33,0,0,12,0,1,0,0,0,11,0,66,0,0,2,7,3,7,3,44,4,2,2,0,12,5,7,0,0,0,0,0,1,0,0,0,0,2,514646
OHIO,Cities,Huber Heights,"38,183","1,863",380,"1,173",310,345,40,169,136,0,0,0,0,0,0,0,3,32,17,3,0,12,0,0,3,0,105,25,174,0,3,79,6,5,1,0,0,67,0,677,5,4,227,52,1,105,26,257,53,16,38,0,294,187,107,0,0,0,0,0,3,0,0,0,0,13,514646
OHIO,Cities,Hudson,"22,286",266,43,190,33,41,3,19,19,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,13,2,20,0,0,46,5,4,1,0,0,35,1,102,1,0,5,11,0,11,0,74,3,1,3,1,26,18,8,0,0,0,0,0,2,1,0,1,0,3,514646
OHIO,Cities,Huron,"6,863",286,104,164,18,95,2,16,77,1,1,0,0,0,0,0,1,7,2,1,0,4,0,0,1,0,14,2,29,0,0,31,16,1,0,0,3,11,0,80,0,0,8,46,0,20,0,6,5,0,2,3,9,6,3,0,0,0,0,0,3,0,0,0,0,3,514646
OHIO,Cities,Ironton,"10,576",460,120,267,73,112,13,45,54,1,1,0,0,0,0,0,1,6,2,0,0,4,0,0,0,0,50,1,61,0,0,6,3,2,0,0,0,1,0,131,0,1,4,46,1,20,7,52,12,3,3,0,65,53,12,0,0,0,0,0,0,0,0,0,0,8,514646
OHIO,Cities,Jackson,"6,222",494,70,260,164,66,4,20,42,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,30,3,32,0,0,11,5,5,0,0,0,1,0,158,0,2,61,17,0,16,7,55,10,1,15,0,160,76,84,0,0,0,0,0,0,0,0,0,0,4,514646
OHIO,Cities,"Jackson Township, Montgomery County","3,685",42,14,25,3,12,7,4,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,7,0,0,5,0,2,0,0,0,3,0,9,0,0,0,2,0,1,0,6,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,514646
OHIO,Cities,"Jackson Township, Stark County","40,347","2,056",386,"1,262",408,350,25,216,109,0,0,0,0,0,0,0,1,35,14,1,0,20,0,0,1,0,137,48,142,0,1,76,7,26,11,0,0,31,1,799,2,7,392,37,0,115,14,232,25,12,21,0,358,231,127,0,0,0,0,0,6,30,5,25,0,14,514646
OHIO,Cities,Jamestown,"2,136",130,40,84,6,37,3,33,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,14,1,26,0,0,4,2,1,0,0,0,1,0,37,0,0,0,4,0,20,1,12,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,514646
OHIO,Cities,Johnstown,"5,119",57,14,35,8,13,0,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,8,0,0,1,0,1,0,0,0,0,0,23,0,0,6,5,0,2,0,10,1,0,0,0,6,5,1,0,0,0,0,0,1,0,0,0,0,1,514646
OHIO,Cities,Kenton,"8,198",654,171,390,93,159,10,64,85,0,0,0,0,0,0,0,1,11,7,1,0,3,0,0,1,1,37,15,79,0,0,20,7,4,1,0,0,8,0,219,0,3,58,19,0,43,2,94,11,4,3,0,89,54,35,0,0,0,0,0,2,0,0,0,0,2,514646
OHIO,Cities,Lakemore,"3,082",264,57,156,51,54,5,19,30,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,12,4,45,0,0,5,2,0,0,0,0,3,0,85,0,0,42,4,0,6,0,33,2,0,1,0,50,26,24,0,0,0,0,0,0,0,0,0,0,1,514646
OHIO,Cities,Lakewood,"49,802","1,516",234,929,353,226,27,139,60,0,0,0,0,0,0,0,1,7,5,1,0,1,0,0,0,0,78,13,161,0,0,59,28,19,0,0,0,12,0,515,1,0,106,12,2,55,6,333,55,28,20,8,313,174,139,0,0,0,0,0,1,0,0,0,0,31,514646
OHIO,Cities,Lancaster,"40,622","4,092","1,343","2,336",413,"1,242",53,446,743,0,0,0,0,0,0,0,19,82,30,5,0,44,0,3,15,0,217,77,511,0,3,113,28,22,3,3,0,56,1,"1,267",2,6,313,75,0,160,18,693,84,22,27,0,374,187,187,0,0,0,0,0,17,1,0,1,0,21,514646
OHIO,Cities,Lawrence Township,"8,255",178,33,107,38,30,5,10,15,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,17,0,25,0,0,17,11,0,1,0,0,5,0,46,0,1,0,10,1,5,3,26,1,0,1,0,34,19,15,0,0,0,0,0,0,0,0,0,0,4,514646
OHIO,Cities,Lexington,"4,666",49,18,5,26,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,1,0,0,0,0,25,11,14,0,0,0,0,0,0,0,0,0,0,1,514646
OHIO,Cities,Lockland,"3,455",289,69,161,59,65,11,30,24,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,22,0,42,0,0,3,1,1,0,0,0,1,0,69,1,0,0,0,0,2,0,66,8,12,5,0,55,36,19,0,0,0,0,0,0,0,0,0,0,4,514646
OHIO,Cities,Logan,"7,039",948,200,557,191,169,8,41,120,0,0,0,0,0,0,0,2,29,9,2,0,18,0,0,3,0,69,3,82,0,0,15,3,5,0,0,0,7,0,361,4,9,92,85,0,44,5,122,15,5,4,0,178,83,95,0,0,0,0,0,6,0,0,0,0,7,514646
OHIO,Cities,London,"10,320",590,202,317,71,186,14,75,97,2,2,0,0,0,0,0,3,11,7,0,0,4,0,0,2,0,20,3,77,0,0,9,3,2,0,0,0,4,0,190,1,0,82,0,1,18,1,87,12,3,1,0,67,34,33,0,0,0,0,0,0,0,0,0,0,4,514646
OHIO,Cities,Lorain,"64,022","4,682","1,630","2,341",711,"1,556",192,"1,087",277,3,3,0,0,0,0,0,17,54,25,4,0,22,0,3,16,0,378,30,677,0,2,90,14,21,0,0,1,54,0,984,11,0,201,38,0,158,15,561,83,65,16,0,560,284,276,0,0,0,0,0,5,0,0,0,0,146,514646
OHIO,Cities,Lordstown,"3,248",113,25,52,36,22,3,10,9,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,4,0,16,0,0,6,2,0,0,0,0,4,0,24,0,0,0,4,0,1,0,19,1,0,1,0,36,21,15,0,0,0,0,0,0,0,0,0,0,0,514646
OHIO,Cities,Loudonville,"2,628",140,34,63,43,26,5,15,6,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,5,2,9,0,1,8,2,1,0,0,0,5,0,36,0,0,3,5,2,6,3,17,1,0,1,0,41,23,18,0,0,0,0,0,1,0,0,0,0,1,514646
OHIO,Cities,Louisville,"9,329",245,80,140,25,74,3,33,38,0,0,0,0,0,0,0,3,3,2,0,0,1,0,0,0,0,8,8,48,0,0,3,0,1,0,0,0,2,0,68,0,0,7,5,1,22,2,31,2,1,2,0,19,15,4,0,0,0,0,0,1,0,0,0,0,5,514646
OHIO,Cities,Loveland,"13,245",259,71,141,47,59,6,13,40,0,0,0,0,0,0,0,0,12,9,0,0,3,0,0,0,0,14,10,36,0,1,15,2,10,1,0,0,2,0,55,0,0,2,9,0,14,2,28,4,1,5,0,43,22,21,0,0,0,0,0,3,0,0,0,0,1,514646
OHIO,Cities,Lyndhurst,"13,407",434,102,223,109,95,11,74,10,0,0,0,0,0,0,0,2,5,1,0,0,4,0,0,1,0,8,3,31,0,0,35,7,16,2,0,1,9,0,132,2,0,28,48,0,15,1,38,0,2,11,2,94,62,32,0,0,0,0,0,0,1,0,1,0,12,514646
OHIO,Cities,"Madison Township, Franklin County","19,682",427,125,273,29,121,14,74,33,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,2,0,39,0,78,0,0,10,1,0,0,0,0,9,0,117,0,1,11,14,0,29,5,57,22,3,2,0,25,13,12,0,0,0,0,0,0,0,0,0,0,4,514646
OHIO,Cities,"Madison Township, Lake County","15,646",423,104,280,39,102,9,69,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28,3,48,0,0,18,4,7,0,0,0,7,0,180,0,1,71,13,0,5,1,89,3,0,0,0,36,17,19,0,0,0,0,0,1,0,0,0,0,2,514646
OHIO,Cities,Mansfield,"46,418","6,936","2,474","3,005","1,457","2,343",98,"2,230",15,3,3,0,0,0,0,0,35,93,44,4,0,45,0,0,17,0,392,78,639,0,2,211,115,35,4,0,6,51,0,"1,526",7,1,408,379,0,251,66,414,78,38,24,0,"1,352",698,654,0,0,0,0,0,18,6,1,5,0,81,514646
OHIO,Cities,Marietta,"13,547",447,130,259,58,110,9,63,38,0,0,0,0,0,0,0,2,18,8,0,0,10,0,0,0,0,22,5,34,0,1,13,2,7,0,0,0,4,0,171,1,3,56,25,0,17,1,68,3,0,10,0,53,20,33,0,0,0,0,0,2,0,0,0,0,3,514646
OHIO,Cities,Martins Ferry,"6,558",294,117,101,76,109,9,26,74,0,0,0,0,0,0,0,5,3,1,0,0,1,0,1,0,0,9,3,8,0,0,4,2,1,0,0,0,1,0,63,1,1,10,23,0,12,0,16,7,2,5,0,68,42,26,0,0,0,0,0,4,0,0,0,0,4,514646
