State,Agency Type,Agency Name,Population,Total Offenses,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Human Trafficking Offenses,Commercial Sex Acts,Involuntary Servitude,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With an Object,Fondling,Incest,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Animal Cruelty,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution Offenses,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,State Total
ALABAMA,Cities,Hoover,"85,670","4,293",840,"2,801",652,811,68,504,239,4,4,0,0,0,0,0,4,21,13,2,0,6,0,0,2,0,124,86,226,58,2,407,107,151,149,0,0,0,0,"1,713",4,1,798,172,2,333,54,349,101,27,55,2,580,428,152,0,0,0,0,0,2,1,1,0,0,67,4293
ARIZONA,Cities,Apache Junction,42531,4311,430,,487,383,71,266,46,3,2,1,0,0,0,0,5,39,12,0,0,21,0,6,6,1,,38,258,0,2,111,55,28,28,0,0,0,0,490,0,0,161,41,4,85,20,179,82,14,18,14,431,225,206,0,0,0,0,0,6,0,0,0,0,36,26616
ARIZONA,Cities,Coolidge,13138,1155,230,684,241,214,61,129,24,2,2,0,0,0,0,0,1,13,2,0,0,4,0,7,5,1,75,9,198,0,0,34,20,9,5,0,0,0,0,310,0,0,172,0,0,39,3,96,38,5,9,0,222,103,119,0,0,0,0,0,1,0,0,0,0,18,26616
ARIZONA,Cities,Eagar,4897,102,36,29,37,21,7,10,4,0,0,0,0,0,0,0,0,15,3,0,0,9,0,3,0,0,7,0,1,0,0,5,4,1,0,0,0,0,0,13,0,0,0,0,0,1,0,12,1,1,1,0,36,18,18,0,0,0,0,0,0,0,0,0,0,1,26616
ARIZONA,Cities,Gilbert,253619,10589,1844,6144,2601,1642,157,1200,285,2,1,1,0,0,0,0,41,159,48,0,0,84,0,27,11,2,404,161,1854,30,16,840,295,234,3,0,0,302,6,2548,2,8,651,85,0,858,60,884,155,45,78,17,2449,1153,1296,0,0,0,0,0,47,10,10,0,0,78,26616
ARIZONA,Cities,Huachuca City,1723,73,26,41,6,20,1,16,3,1,1,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,6,0,16,0,0,5,4,0,0,0,0,1,0,12,0,0,0,0,0,1,0,11,2,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,26616
ARIZONA,Cities,Somerton,16771,257,70,155,32,57,15,30,12,6,6,0,0,0,0,0,6,1,1,0,0,0,0,0,1,0,15,9,53,0,0,11,9,1,1,0,0,0,0,48,0,0,5,0,0,6,0,37,15,3,0,0,26,14,12,0,0,0,0,0,1,0,0,0,0,5,26616
ARIZONA,Cities,Wellton,3048,105,26,58,21,24,4,18,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,9,1,19,0,0,5,3,0,0,0,0,2,0,22,0,0,0,0,0,0,0,22,2,0,0,0,20,8,12,0,0,0,0,0,0,0,0,0,0,1,26616
ARIZONA,Cities,Yuma,98769,7037,1110,4575,1352,965,309,536,120,13,11,2,0,0,0,0,18,114,27,0,0,58,0,29,14,0,401,59,1263,0,6,453,213,118,121,1,0,0,0,2073,0,0,660,0,0,160,22,1231,251,30,25,1,1226,597,629,0,0,0,0,0,30,2,0,2,0,93,26616
ARKANSAS,Cities,Alexander,"3,315",216,55,113,48,48,9,23,16,0,0,0,0,0,0,0,1,6,2,4,0,0,0,0,0,0,17,1,25,0,0,6,4,2,0,0,0,0,0,59,0,0,1,4,0,9,0,45,3,0,2,0,47,29,18,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Alma,"5,888",616,213,341,62,189,15,93,81,0,0,0,0,0,0,0,3,21,8,10,0,3,0,0,0,0,32,16,54,0,0,31,2,21,8,0,0,0,0,188,0,2,18,18,0,23,4,123,12,2,6,0,60,35,25,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Altus,729,63,11,30,22,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,1,1,7,0,0,2,0,22,12,10,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Amity,675,14,7,3,4,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Ashdown,"4,370",322,65,156,101,60,10,49,1,0,0,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,22,14,39,0,0,0,0,0,0,0,0,0,0,76,0,0,24,0,0,1,0,51,4,0,1,0,99,83,16,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Ash Flat,"1,095",86,19,52,15,19,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,7,3,2,2,0,0,0,0,38,0,0,12,3,0,0,0,23,1,0,1,0,15,10,5,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Atkins,"3,037",223,50,116,57,44,5,34,5,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,7,1,27,0,0,6,3,3,0,0,0,0,0,60,0,0,10,0,1,4,0,45,9,0,6,0,55,30,25,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Augusta,"1,939",119,38,69,12,31,7,14,10,0,0,0,0,0,0,0,2,5,1,4,0,0,0,0,0,0,5,3,31,0,0,2,0,2,0,0,0,0,0,25,0,0,0,4,0,3,0,18,2,0,1,0,10,5,5,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Austin,"3,973",102,13,42,47,13,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,0,0,6,2,3,1,0,0,0,0,14,0,0,2,0,0,3,1,8,1,0,3,0,43,26,17,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Bald Knob,"2,872",405,136,193,76,127,12,82,33,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,1,0,23,19,38,0,0,8,1,6,1,0,0,0,0,90,0,0,6,1,1,5,1,76,6,2,6,0,70,0,34,0,0,0,0,0,1,2,2,0,0,3,236358
ARKANSAS,Cities,Barling,"5,010",561,128,126,307,115,19,55,41,0,0,0,0,0,0,0,4,9,3,6,0,0,0,0,0,0,5,5,27,0,0,8,0,3,5,0,0,0,0,68,0,0,4,12,0,11,0,41,4,0,9,0,294,148,146,0,0,0,0,0,1,0,0,0,0,12,236358
ARKANSAS,Cities,Batesville,"10,889",678,79,380,219,73,22,33,18,0,0,0,0,0,0,0,1,5,4,1,0,0,0,0,0,0,37,37,47,0,0,16,4,12,0,0,0,0,0,225,0,0,48,10,0,31,1,135,13,2,3,0,205,137,68,0,0,0,0,0,0,0,0,0,0,14,236358
ARKANSAS,Cities,Bay,"1,805",70,20,33,17,17,2,4,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,4,0,0,1,1,0,0,0,0,0,0,18,0,0,0,1,0,4,0,13,3,1,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Bearden,859,12,3,9,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Beebe,"8,242",654,102,375,177,93,14,72,7,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,39,10,68,0,0,17,2,15,0,0,0,0,0,220,0,1,21,58,2,31,2,105,16,0,5,0,172,85,87,0,0,0,0,0,0,0,0,0,0,5,236358
ARKANSAS,Cities,Bella Vista,"28,931",795,142,334,319,121,32,44,45,0,0,0,0,0,0,0,3,18,12,6,0,0,0,0,1,0,40,10,81,0,0,31,12,19,0,0,0,0,0,148,0,0,1,16,0,26,2,103,5,0,18,0,308,161,147,0,0,0,0,0,2,0,0,0,0,9,236358
ARKANSAS,Cities,Benton,"37,161","3,308",806,"2,076",426,760,164,278,318,4,4,0,0,1,0,1,9,32,15,0,3,13,0,1,6,0,200,114,363,0,4,134,39,88,7,0,0,0,0,"1,044",0,3,164,57,1,260,59,500,129,27,55,0,396,212,184,0,0,0,0,0,7,0,0,0,0,23,236358
ARKANSAS,Cities,Bentonville,"53,434","2,417",523,"1,262",632,450,88,155,207,1,1,0,0,0,0,0,11,61,17,3,1,40,0,0,1,0,82,56,199,4,3,159,55,58,46,0,0,0,0,678,0,2,63,0,1,238,1,373,33,9,38,0,605,319,286,0,0,0,0,0,1,1,1,0,0,25,236358
ARKANSAS,Cities,Berryville,"5,547",437,96,270,71,84,13,51,20,0,0,0,0,0,0,0,0,12,5,6,0,1,0,0,2,0,44,12,18,0,0,10,0,9,0,0,0,1,0,169,0,0,33,1,0,2,0,133,11,4,0,0,67,30,37,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Bethel Heights,"2,810",139,17,29,93,11,0,10,1,0,0,0,0,0,0,0,0,6,2,2,0,2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,4,0,13,1,0,2,0,92,55,37,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Blytheville,"13,468","1,591",543,919,129,518,78,218,222,11,10,1,0,0,0,0,0,14,5,0,0,3,1,5,0,0,98,42,214,0,0,16,13,2,1,0,0,0,0,528,0,0,128,49,1,37,17,296,3,17,1,0,105,102,3,0,0,0,0,0,3,0,0,0,0,21,236358
ARKANSAS,Cities,Bono,"2,444",139,39,37,63,36,3,13,20,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,6,1,7,0,0,1,0,1,0,0,0,0,0,19,0,0,1,1,0,7,0,10,3,0,0,0,62,40,22,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Booneville,"3,829",316,92,160,64,88,14,62,12,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,34,7,30,0,0,8,0,5,3,0,0,0,0,70,0,0,4,9,0,5,2,50,3,0,8,0,54,30,24,0,0,0,0,0,0,0,0,0,0,10,236358
ARKANSAS,Cities,Bradford,732,48,17,12,19,17,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,7,0,1,1,0,0,0,0,5,1,0,1,0,19,8,11,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Brinkley,"2,623",371,114,154,103,106,27,58,21,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,2,0,26,10,42,0,0,12,3,6,3,0,0,0,0,44,0,0,0,1,0,3,1,39,13,1,4,0,87,47,40,0,0,0,0,0,0,0,0,0,0,16,236358
ARKANSAS,Cities,Brookland,"3,759",185,42,89,54,35,3,23,9,0,0,0,0,0,0,0,1,6,3,2,0,1,0,0,1,0,9,2,10,0,0,6,3,1,2,0,0,0,0,58,0,0,1,2,0,18,0,37,1,0,2,0,46,32,14,0,0,0,0,0,2,0,0,0,0,6,236358
ARKANSAS,Cities,Bryant,"21,214","1,783",219,"1,284",280,204,23,98,83,1,1,0,0,0,0,0,4,10,5,0,0,5,0,0,3,0,45,78,142,0,0,138,19,91,23,0,5,0,0,810,0,0,209,3,0,229,12,357,61,3,4,0,262,165,97,0,0,0,0,0,1,0,0,0,0,17,236358
ARKANSAS,Cities,Bull Shoals,"1,971",49,12,32,5,12,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,1,1,0,0,0,0,0,0,14,0,1,0,2,0,1,0,10,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Cabot,"26,875","1,484",551,729,204,504,58,260,186,1,0,1,0,0,0,0,5,41,11,29,0,1,0,0,2,0,60,60,185,0,0,80,2,43,35,0,0,0,0,269,1,0,35,28,0,63,4,138,53,3,17,0,188,110,78,0,0,0,0,0,4,0,0,0,0,12,236358
ARKANSAS,Cities,Caddo Valley,588,87,17,49,21,16,0,11,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,5,0,0,3,1,1,1,0,0,0,0,30,0,0,1,4,0,2,1,22,2,0,5,0,21,13,8,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Camden,"10,742","1,150",444,605,101,430,95,221,114,0,0,0,0,0,0,0,1,13,3,1,4,2,0,3,4,0,84,29,167,0,0,18,8,6,1,0,3,0,0,274,6,1,64,16,0,17,11,159,15,10,4,0,87,58,29,0,0,0,0,0,1,0,0,0,0,13,236358
ARKANSAS,Cities,Cammack Village,720,35,3,19,13,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,1,7,1,0,3,0,9,4,5,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Carlisle,"2,184",140,35,83,22,34,1,16,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,4,16,0,0,7,1,4,1,0,1,0,0,40,0,0,4,4,0,6,0,26,1,2,2,0,20,12,8,0,0,0,0,0,1,0,0,0,0,1,236358
ARKANSAS,Cities,Cave Springs,"5,580",52,11,30,11,7,1,4,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,5,1,10,1,0,1,0,11,7,4,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Cedarville,"1,413",51,24,25,2,22,7,12,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,6,0,0,1,0,1,0,0,0,0,0,12,0,0,0,2,0,0,1,9,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Centerton,"16,542",693,224,246,223,198,29,76,93,2,2,0,0,0,0,0,2,22,7,15,0,0,0,0,0,0,35,7,59,0,0,29,21,8,0,0,0,0,0,100,0,1,3,11,0,9,1,75,8,1,7,0,213,105,108,0,0,0,0,0,6,0,0,0,0,4,236358
ARKANSAS,Cities,Charleston,"2,454",94,41,45,8,39,5,16,18,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,1,17,0,0,2,0,0,2,0,0,0,0,16,0,0,0,0,0,4,1,11,0,0,1,0,7,4,3,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Cherokee Village,"4,634",217,34,130,53,32,8,24,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,31,1,30,0,0,5,3,2,0,0,0,0,0,61,0,0,0,2,0,1,0,58,2,0,0,0,52,29,23,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Cherry Valley,583,44,4,13,27,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,24,17,7,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Clarksville,"9,813",818,193,379,246,175,11,114,50,0,0,0,0,0,0,0,3,15,6,9,0,0,0,0,0,0,16,40,64,0,0,29,3,3,20,0,3,0,0,216,0,2,10,22,0,14,6,162,10,3,1,0,229,134,95,0,0,0,0,0,3,0,0,0,0,14,236358
ARKANSAS,Cities,Clinton,"2,489",221,43,148,30,40,4,18,18,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,22,11,10,0,0,10,4,4,2,0,0,0,0,85,0,0,2,0,0,5,0,78,6,1,3,0,29,16,13,1,0,1,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Conway,"67,336","6,792","1,590","3,384","1,818","1,525",226,690,609,3,2,1,0,0,0,0,10,52,43,5,1,3,0,0,8,1,183,168,693,0,0,371,192,174,5,0,0,0,0,"1,615",0,0,304,1,3,336,45,926,94,51,200,0,"1,740","1,006",734,0,0,0,0,0,6,0,0,0,0,72,236358
ARKANSAS,Cities,Corning,"3,093",118,26,50,42,24,8,10,6,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,8,1,7,0,0,3,1,1,1,0,0,0,0,23,0,0,3,2,0,2,1,15,6,0,2,0,40,20,20,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Cotter,940,66,11,27,28,9,2,5,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,0,9,0,0,1,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,9,1,0,0,0,27,18,9,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Crossett,"4,846",428,89,292,47,85,25,57,3,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,79,19,58,0,0,21,10,10,1,0,0,0,0,103,0,0,8,0,0,0,0,95,7,2,3,0,35,23,12,0,0,0,0,0,0,0,0,0,0,12,236358
ARKANSAS,Cities,Damascus,377,17,2,7,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Dardanelle,"4,555",374,84,194,96,73,16,44,13,1,1,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,35,13,49,0,0,11,2,4,5,0,0,0,0,70,0,0,8,5,1,10,0,46,10,1,5,0,93,52,41,0,0,0,0,0,1,0,0,0,0,2,236358
ARKANSAS,Cities,Decatur,"1,813",248,69,82,97,61,9,25,27,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,10,4,19,0,0,5,1,1,3,0,0,0,0,35,0,0,3,3,2,6,1,20,3,0,6,0,88,42,46,0,0,0,0,0,0,0,0,0,0,9,236358
ARKANSAS,Cities,De Queen,"6,593",442,86,240,116,75,23,29,23,0,0,0,0,0,0,0,1,10,7,3,0,0,0,0,0,0,64,28,24,0,0,10,2,8,0,0,0,0,0,107,0,0,9,11,0,11,3,73,4,0,3,0,111,69,42,0,0,0,0,0,2,0,0,0,0,3,236358
ARKANSAS,Cities,Des Arc,"1,580",81,25,31,25,25,8,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,0,0,1,0,1,0,0,0,0,0,12,0,0,1,0,0,1,2,8,0,0,1,0,21,12,9,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,DeWitt,"3,019",265,63,131,71,55,21,31,3,0,0,0,0,0,0,0,2,6,4,2,0,0,0,0,4,0,28,9,25,0,0,6,1,5,0,0,0,0,0,51,0,1,7,2,0,5,0,36,5,1,2,0,71,43,28,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Diaz,"1,197",47,21,21,5,20,1,16,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Dover,"1,434",97,24,46,27,24,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,6,0,0,4,0,1,3,0,0,0,0,24,0,0,5,6,0,2,0,11,2,0,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Dumas,"4,084",86,19,44,23,17,12,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,6,0,0,0,3,0,3,0,0,0,0,0,18,0,0,0,0,0,1,0,17,1,1,1,0,23,10,13,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Earle,"2,201",190,36,74,80,35,13,10,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,0,21,0,0,5,0,2,3,0,0,0,0,24,0,1,1,0,0,4,0,18,2,1,1,0,66,38,28,0,0,0,0,0,0,0,0,0,0,14,236358
ARKANSAS,Cities,El Dorado,"17,820","2,201",607,"1,429",165,577,197,228,152,3,3,0,0,0,0,0,5,22,2,0,14,6,0,0,4,0,527,50,219,0,0,50,23,21,2,0,4,0,0,502,0,0,80,5,0,28,0,389,41,23,13,0,153,135,18,0,0,0,0,0,0,0,0,0,0,12,236358
ARKANSAS,Cities,Elkins,"3,246",148,44,60,44,35,15,15,5,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,1,0,5,6,15,0,0,5,1,2,2,0,0,0,0,24,0,0,6,3,0,4,1,10,2,0,2,0,40,22,18,0,0,0,0,0,1,0,0,0,0,3,236358
ARKANSAS,Cities,England,"2,723",285,85,150,50,80,15,41,24,0,0,0,0,0,0,0,0,5,1,3,0,1,0,0,0,0,29,3,42,0,0,8,0,4,4,0,0,0,0,59,0,0,3,1,0,0,0,55,2,2,5,0,46,28,18,0,0,0,0,0,1,0,0,0,0,3,236358
ARKANSAS,Cities,Etowah,317,7,2,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Eudora,"1,930",116,37,71,8,36,1,12,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0,31,0,0,5,3,2,0,0,0,0,0,20,0,0,2,0,0,1,0,17,0,2,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Eureka Springs,"2,092",303,73,165,65,69,16,27,26,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,29,10,34,0,0,6,0,6,0,0,0,0,0,75,0,0,5,2,0,2,0,66,8,3,0,0,61,32,29,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Fairfield Bay,"2,202",191,85,71,35,80,5,37,38,1,1,0,0,0,0,0,0,4,2,2,0,0,0,0,2,0,9,3,19,0,0,4,3,1,0,0,0,0,0,29,0,0,1,2,0,2,0,24,2,0,3,0,31,18,13,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Farmington,"7,387",424,83,139,202,65,16,32,17,0,0,0,0,0,0,0,3,15,13,1,0,1,0,0,3,0,9,13,24,0,0,9,2,3,4,0,0,0,0,53,0,0,2,7,0,4,1,39,6,3,19,0,197,96,101,0,0,0,0,0,0,0,0,0,0,5,236358
ARKANSAS,Cities,Fayetteville,"88,500","9,099","1,656","6,051","1,392","1,556",287,976,293,4,3,0,1,0,0,0,39,57,48,8,0,1,0,0,2,0,410,229,"1,049",0,0,577,204,301,72,0,0,0,0,"3,190",1,0,569,535,5,"1,147",131,802,418,52,124,0,"1,301",698,603,0,0,0,0,0,14,4,1,3,0,73,236358
ARKANSAS,Cities,Flippin,"1,340",181,32,84,65,30,3,23,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,11,0,16,0,0,3,0,3,0,0,0,0,0,47,0,0,0,0,0,7,0,40,3,0,4,0,61,22,39,0,0,0,0,0,1,0,0,0,0,3,236358
ARKANSAS,Cities,Fordyce,"3,745",482,141,286,55,133,30,67,36,0,0,0,0,0,0,0,1,7,5,2,0,0,0,0,2,0,63,15,32,0,0,10,2,7,1,0,0,0,0,138,0,0,16,12,0,16,5,89,12,6,8,0,38,30,8,0,0,0,0,0,0,0,0,0,0,17,236358
ARKANSAS,Cities,Forrest City,"13,887","1,686",556,"1,022",108,539,99,295,145,2,2,0,0,0,0,0,2,13,7,1,0,2,0,3,4,0,85,48,312,2,0,34,8,17,8,0,1,0,0,461,3,5,116,40,0,91,10,196,54,20,2,0,98,79,19,0,0,0,0,0,0,1,1,0,0,9,236358
ARKANSAS,Cities,Fort Smith,"88,041","11,438","2,725","7,414","1,299","2,520",678,976,866,4,4,0,0,0,0,0,38,163,93,4,0,65,0,1,11,0,828,237,"1,166",0,0,529,273,201,55,0,0,0,0,"4,079",1,1,690,161,18,734,134,"2,340",379,90,95,0,"1,176",642,534,0,0,0,0,0,7,0,0,0,0,116,236358
ARKANSAS,Cities,Gassville,"2,156",132,27,73,32,22,4,13,5,2,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,7,2,10,0,0,3,2,1,0,0,0,0,0,45,0,0,2,4,0,1,1,37,3,1,2,0,27,13,14,0,0,0,0,0,0,0,0,0,0,5,236358
ARKANSAS,Cities,Gentry,"3,924",128,53,47,28,46,14,18,14,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,20,0,0,3,1,0,2,0,0,0,0,18,0,0,0,1,0,6,0,11,2,0,3,0,24,22,2,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Glenwood,"2,095",49,5,31,13,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,1,0,1,0,0,0,0,0,14,0,0,2,3,0,1,2,6,3,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Gosnell,"3,148",163,62,75,26,60,11,27,22,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,20,1,23,0,0,1,0,0,1,0,0,0,0,25,1,0,3,0,0,7,0,14,3,1,1,0,24,17,7,0,0,0,0,0,1,0,0,0,0,1,236358
ARKANSAS,Cities,Gravette,"3,443",320,68,98,154,66,12,36,18,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,2,12,0,0,1,0,0,1,0,0,0,0,61,0,0,9,8,0,9,2,33,5,1,3,0,147,67,80,0,0,0,0,0,0,0,0,0,0,7,236358
ARKANSAS,Cities,Greenbrier,"5,660",91,35,24,32,27,3,18,6,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,11,0,0,8,0,0,0,0,3,3,0,5,0,30,16,14,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Green Forest,"2,763",288,60,116,112,53,12,30,11,0,0,0,0,0,0,0,1,6,5,1,0,0,0,0,0,0,17,11,32,0,0,5,1,4,0,0,0,0,0,46,0,0,20,2,0,3,0,21,2,0,3,0,107,32,75,0,0,0,0,0,0,0,0,0,0,5,236358
ARKANSAS,Cities,Greenland,"1,450",84,27,28,29,24,5,14,5,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,8,0,0,3,2,1,0,0,0,0,0,12,0,0,1,2,0,2,0,7,2,0,1,0,29,15,14,0,0,0,0,0,0,0,0,0,0,0,236358
